,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,target
920,65611,61,0,1,23,88748,9,9,1999,1,0,5046,6181,963,0,7,6563935.9,0
921,16067,4,1,0,26,51833,6,7,2007,1,0,8041,6466,943,1,7,1610057.7,0
922,57970,2,1,1,53,59184,5,6,2013,0,0,2019,7550,512,1,5,5811905.3,0
923,50373,38,0,1,53,3519,8,3,2003,0,1,1500,8923,352,0,3,5043556.3,0
924,12079,66,1,1,70,60660,6,8,2020,1,0,3094,4275,512,1,9,1213149.0,1
925,36670,12,0,1,54,81486,1,9,2003,1,1,7937,1759,346,0,2,3676149.3,0
926,2122,89,1,0,67,80189,10,9,2000,0,1,3154,9873,698,1,8,219749.0,0
927,88458,5,0,1,36,25549,5,8,2012,0,1,7119,1754,299,0,9,8853221.2,0
928,70603,35,1,0,42,21908,8,1,2012,0,0,2976,8011,324,0,7,7065124.2,0
929,70091,62,1,1,86,37015,2,6,2009,1,0,1786,8181,733,0,8,7019102.9,1
930,3886,86,1,1,35,37090,2,5,2021,1,0,4865,2447,808,1,4,398355.1,1
931,64932,38,0,0,42,35842,1,9,2016,1,1,4507,9312,889,0,4,6496287.6,0
932,4434,79,1,1,29,8718,2,2,2009,1,1,9010,7484,958,0,5,453660.9,1
933,79441,54,1,0,84,84220,10,4,2011,0,1,1381,5879,405,0,3,7949525.1,0
934,53077,84,1,0,92,83232,4,2,2012,0,0,5494,208,110,0,0,5317242.2,0
935,91526,63,0,1,3,92415,7,2,2008,1,0,9724,5828,874,0,0,9154926.8,0
936,91334,54,1,0,97,79832,9,4,1997,0,1,1841,5309,768,0,3,9142863.7,0
937,38674,79,1,1,97,49531,4,3,2015,1,0,2129,6397,990,1,5,3881695.5,1
938,83033,36,1,0,75,75420,1,9,2006,1,1,5037,9511,164,0,5,8313113.6,0
939,76692,42,1,0,28,24738,1,10,1997,0,0,6830,8589,208,1,1,7673297.7,0
940,9468,3,0,1,18,84321,10,3,1996,1,0,4330,4183,317,1,7,952050.6,0
941,1347,45,1,1,39,52035,7,7,1998,0,0,3579,9146,714,0,7,142485.8,0
942,74970,60,1,1,82,91777,2,5,2000,0,1,1897,545,869,0,10,7509123.0,0
943,87957,56,0,1,46,75631,2,9,2014,1,0,1335,6810,128,1,6,8800891.4,0
944,31560,74,1,0,17,88534,10,10,2004,0,0,8088,3684,499,1,2,3159643.4,0
945,23804,58,0,1,39,80200,1,1,2008,1,1,3709,618,295,1,5,2386532.8,0
946,21765,79,1,1,35,98079,4,10,1990,1,0,5287,6084,442,0,0,2184139.0,1
947,11192,18,1,1,100,80973,8,10,2005,0,0,7138,2283,824,1,9,1129884.5,0
948,91569,74,1,1,40,59784,1,10,1996,0,1,6609,2097,514,1,2,9166813.6,0
949,23554,69,1,1,31,18992,3,3,1990,1,0,1667,5086,354,1,10,2365037.0,1
950,95444,10,0,1,10,95204,1,5,1992,0,1,711,4650,513,1,4,9547388.2,0
951,35447,94,0,0,57,66046,8,5,2017,0,1,52,1540,437,1,5,3550859.7,0
952,87502,32,0,1,89,59722,6,9,2009,1,0,2759,8599,973,0,3,8761066.9,0
953,56188,31,1,1,56,11214,1,1,2018,1,1,29,9195,316,0,9,5627165.8,1
954,58234,22,0,1,9,88730,3,9,2005,0,0,7746,7144,445,1,5,5826681.5,0
955,11130,77,1,1,98,56168,8,2,2021,1,1,353,3205,939,0,5,1123958.1,1
956,84920,20,1,1,67,9914,4,7,2008,1,1,9599,8143,164,1,3,8498090.8,1
957,52593,7,0,1,24,4624,9,6,1997,1,0,4272,901,643,0,0,5266675.7,0
958,71830,84,1,1,94,49715,10,5,2010,0,1,9393,5627,771,1,6,7198524.0,0
959,60443,27,1,0,29,75789,9,5,2020,0,1,6197,2105,663,1,5,6050123.0,0
960,87140,89,1,0,35,95671,1,4,2021,0,0,9405,3167,759,1,5,8719038.1,0
961,20466,54,0,1,17,27952,9,8,1992,1,0,2320,6673,540,1,8,2050714.2,0
962,98983,28,1,0,94,87042,4,4,1995,1,1,1094,1148,458,0,6,9907159.5,0
963,97600,92,0,0,60,25026,7,7,2004,0,0,7030,7874,903,0,1,9766250.4,0
964,84478,54,0,1,85,94529,9,7,2002,1,0,3963,2556,916,1,5,8455893.2,0
965,94293,2,1,0,63,75139,6,5,2014,1,1,7991,9703,190,0,3,9434658.4,0
966,79363,63,0,1,21,23353,5,9,2020,0,1,3943,1806,665,0,7,7939687.0,0
967,82102,34,1,0,13,7782,2,9,2006,0,0,6721,2664,413,0,10,8212467.6,0
968,68916,19,0,0,13,90143,4,3,2013,1,0,6851,8618,487,1,7,6893475.3,0
969,79078,60,1,0,90,38332,10,3,1998,1,1,2568,9132,746,1,9,7911742.8,0
970,78304,100,0,0,82,68157,3,4,2010,0,1,9182,3657,766,0,6,7838249.0,0
971,16318,7,1,0,66,60177,1,3,2018,1,1,9700,5666,201,1,4,1641389.8,0
972,32263,76,0,1,92,27952,8,1,2018,1,1,8164,3706,348,0,3,3235937.8,0
973,95800,34,1,0,20,34604,7,8,2021,0,0,2299,3031,141,1,0,9585132.1,0
974,26659,18,1,1,88,78689,10,8,1990,0,1,2832,9254,378,0,2,2677314.0,0
975,74995,94,0,0,57,65876,7,5,2021,0,1,6677,2068,185,1,3,7505553.1,0
976,18399,88,0,1,1,70170,4,3,2000,0,0,5416,6803,222,0,8,1841652.0,0
977,14099,88,1,1,4,94875,9,4,2019,0,0,5603,4091,417,1,10,1417841.9,0
978,59805,45,1,0,74,16122,2,10,2001,0,1,173,3239,541,0,9,5986841.1,0
979,83388,97,0,0,72,45858,1,4,2016,0,1,1288,9902,533,0,0,8339971.6,0
980,34049,10,0,0,79,26771,7,5,2002,0,0,9959,5921,882,1,7,3413350.2,0
981,80863,57,0,0,31,98619,9,3,2013,0,1,7372,7703,575,0,5,8089383.3,0
982,48854,79,1,0,83,42705,7,9,2002,1,0,4607,7445,859,1,10,4890551.2,0
983,93002,53,0,0,52,65917,4,2,1992,1,1,7998,9106,962,1,9,9302663.2,0
984,68895,50,0,1,2,24554,6,3,1995,0,1,8116,5357,626,1,6,6891689.5,0
985,50058,72,0,0,96,45126,10,2,2005,0,1,8185,2407,956,1,0,5009004.5,0
986,93342,7,1,0,41,54075,3,1,2020,0,1,7803,5565,161,0,7,9340733.0,0
987,87586,41,0,0,4,42095,5,3,1997,0,1,7412,7791,988,0,5,8759529.7,0
988,59564,62,1,1,17,72033,1,3,2000,0,1,705,6703,515,1,1,5962905.0,0
989,94512,89,1,0,39,15527,8,1,2002,0,1,3981,4739,694,0,2,9457140.2,0
990,35145,44,0,0,8,17127,3,2,2008,1,0,6162,4839,506,0,7,3515730.8,0
991,36050,56,0,0,90,33708,6,8,1991,1,0,2791,7707,217,1,1,3611909.1,0
992,69630,70,1,1,76,87049,10,1,1999,0,0,8174,5754,137,1,9,6973784.9,0
993,7019,33,0,0,99,82546,6,4,2008,0,0,2653,8935,934,0,5,705568.8,0
994,3633,11,1,1,32,68732,3,1,1992,0,0,5900,3735,375,0,5,375162.2,0
995,17193,18,0,1,72,88316,9,4,2018,1,1,4118,1381,774,0,5,1724888.8,0
996,72730,58,0,0,38,37518,2,10,1993,1,0,9441,9775,854,1,0,7276501.3,0
997,50152,39,1,0,70,1849,10,7,2015,0,1,7389,968,413,0,2,5018454.5,0
998,88898,53,1,1,52,71476,9,6,2018,0,0,9679,9017,220,1,5,8902046.8,0
999,48819,75,1,0,90,29459,2,2,2005,0,0,2051,490,317,0,2,4887042.5,0
1000,92649,31,0,0,77,56098,10,8,1991,1,1,6811,2656,429,1,8,9271774.1,0
1001,42485,1,0,0,40,23782,7,7,2017,0,1,974,9553,426,0,3,4251851.7,0
1002,65867,37,0,0,92,67725,6,2,1994,1,1,3054,4650,998,1,10,6593211.4,0
1003,2372,41,1,0,5,60320,1,1,2003,0,0,8041,7294,736,1,4,241014.3,0
1004,60514,46,1,1,35,76413,2,1,2019,1,0,9227,737,340,0,8,6059360.9,1
1005,93564,16,1,1,66,13427,4,10,2019,1,1,4952,1906,325,1,3,9370487.9,1
1006,40622,96,1,0,94,51135,5,1,2009,0,0,1930,1965,110,0,9,4071155.9,0
1007,24490,36,0,0,87,31922,3,6,2009,1,1,837,7635,174,0,10,2452012.9,0
1008,24386,69,1,0,71,96258,9,6,1997,1,1,7112,1654,202,1,9,2445795.7,0
1009,83072,42,0,1,20,96852,4,9,2014,0,1,1269,7766,110,0,10,8312353.4,0
1010,65741,88,0,0,78,81087,1,3,2000,1,0,2518,4878,925,1,7,6575564.0,0
1011,48867,40,0,0,56,67928,1,6,2013,1,0,4212,1916,114,0,10,4889559.3,0
1012,18148,96,0,1,39,50444,4,5,2020,1,0,9853,6154,438,0,9,1821559.0,0
1013,20444,13,0,1,31,6108,1,3,1993,1,1,1925,1826,670,1,4,2049492.3,0
1014,95591,85,0,0,43,56924,6,9,2003,1,1,3279,6968,970,1,0,9560516.3,0
1015,46572,89,0,0,18,40052,4,4,1993,1,1,6035,7454,704,1,9,4658899.3,0
1016,12849,48,1,0,21,27000,10,5,2021,1,1,5245,1313,844,1,4,1290147.1,0
1017,21370,67,0,1,67,11,8,8,1999,0,0,3278,3563,767,0,4,2142261.9,0
1018,13131,22,0,1,46,35636,1,7,2003,1,1,2408,213,848,1,1,1321934.3,0
1019,4489,54,1,1,2,80868,10,2,1996,0,1,9331,3527,205,0,0,453812.6,0
1020,59286,77,0,1,95,25140,5,3,1991,0,1,2351,7161,943,1,10,5940315.1,0
1021,38370,20,0,1,73,14234,6,5,2018,1,1,8712,9983,197,0,10,3840886.8,0
1022,44479,4,1,0,19,58162,6,3,2001,1,0,2952,8911,676,1,1,4453151.1,0
1023,27738,12,0,1,44,24970,9,4,2008,0,0,3734,5069,309,1,10,2780182.8,0
1024,82680,89,1,1,27,39905,9,7,2017,0,1,1537,1290,112,0,0,8273795.7,0
1025,52687,35,1,0,43,96309,2,4,2004,1,0,4554,5386,409,1,8,5271994.4,0
1026,77043,22,1,1,83,61124,10,6,1993,0,0,6531,7762,814,0,9,7709349.3,0
1027,58041,71,1,0,29,15169,10,6,2016,0,1,5539,5102,141,1,2,5810358.6,0
1028,56147,70,1,0,100,22279,3,7,2016,0,1,4787,4,922,1,7,5621340.6,0
1029,96006,26,1,1,17,31832,5,7,2003,1,1,8173,2607,541,1,10,9609774.3,1
1030,92541,5,0,0,31,70718,5,3,1992,1,0,4079,5408,920,1,0,9255462.2,0
1031,20978,10,0,0,86,90537,2,5,1996,0,0,3089,4185,698,1,1,2100765.6,0
1032,9210,87,0,1,42,10294,5,7,1990,1,0,9184,1503,986,0,9,926256.0,0
1033,87699,92,1,0,73,39608,6,7,2000,0,1,4147,7554,606,1,3,8777421.0,0
1034,81260,66,0,0,3,55551,5,5,1992,1,1,152,6991,392,0,4,8127110.2,0
1035,94015,33,0,0,99,45177,2,5,1992,1,1,6434,7269,600,1,2,9409921.2,0
1036,33979,59,0,1,3,73305,9,7,1994,0,0,1716,1230,404,1,10,3402494.4,0
1037,81065,95,0,1,80,31317,8,4,2020,0,1,4196,3559,161,0,1,8116681.0,0
1038,61028,63,0,0,14,16006,6,8,2006,1,1,3484,1502,139,1,2,6104386.6,0
1039,31419,80,1,0,6,51100,7,3,2009,0,1,8002,242,110,0,4,3147602.9,0
1040,70080,72,0,0,98,87769,7,7,2014,0,1,9477,8862,686,0,7,7018061.4,0
1041,58314,75,0,1,13,32662,6,6,2003,0,1,1428,3553,916,0,10,5836299.3,0
1042,92128,90,1,0,100,82984,7,9,2019,0,0,7853,1524,177,1,9,9223230.9,0
1043,61615,54,0,0,27,11018,6,8,2004,1,0,2206,1937,140,1,2,6162767.4,0
1044,92722,79,1,0,73,83194,4,3,2019,0,1,38,1444,550,0,3,9283890.9,0
1045,35755,7,1,0,20,37565,2,4,2013,0,1,9967,7178,611,0,9,3578043.3,0
1046,59834,90,1,1,50,64277,10,6,2018,0,1,4468,7729,925,0,5,5992116.8,0
1047,76297,88,1,1,69,32290,7,4,1993,1,1,8273,7875,877,0,5,7637924.3,1
1048,89286,14,0,0,73,19140,2,9,2016,1,0,1496,2714,622,1,2,8933700.6,0
1049,46367,47,1,0,84,34945,10,8,2017,1,1,4360,4624,144,0,7,4648492.7,0
1050,7591,98,0,1,59,48020,3,2,1996,1,0,1337,6613,234,1,3,765416.6,0
1051,37965,3,0,0,28,85595,9,1,1990,1,0,5926,3896,825,1,10,3799673.0,0
1052,3155,53,1,1,16,3192,1,7,2015,0,1,9865,2992,150,1,10,323586.5,0
1053,9845,75,0,1,82,89809,1,8,2002,1,1,950,5553,318,1,2,988800.2,0
1054,6363,36,0,0,75,46886,10,1,2013,1,1,9446,7211,696,1,0,643101.3,0
1055,77566,38,1,0,21,57816,6,6,2009,0,0,470,5118,244,1,7,7762684.9,0
1056,99918,57,1,1,58,33628,1,8,1990,0,0,2482,3894,155,0,4,10002945.0,0
1057,1108,66,0,0,24,13999,7,8,2020,0,0,9236,6895,145,0,10,112384.0,0
1058,73867,99,0,0,84,74407,2,5,1999,1,0,8291,6323,243,0,10,7391147.9,0
1059,3822,60,0,1,76,85456,6,4,1999,0,1,8829,1920,456,0,5,392397.9,0
1060,85911,37,1,0,31,86247,2,10,1994,1,1,1914,2578,230,1,6,8598134.4,0
1061,59582,69,1,0,79,17921,8,5,2001,1,0,1016,627,865,0,2,5965453.1,0
1062,92522,39,1,1,20,20389,1,1,2005,0,0,1000,6563,176,1,3,9259875.5,0
1063,71418,20,0,1,47,2634,2,8,2014,1,1,5273,3159,286,1,7,7147130.4,0
1064,15975,97,0,0,80,85721,7,1,2021,0,0,7550,2211,912,0,4,1604852.1,0
1065,26721,12,0,1,27,88271,4,6,2013,0,0,4362,8073,123,1,3,2676647.3,0
1066,27230,14,0,1,73,89665,5,5,2000,1,0,708,6303,860,0,9,2730690.0,0
1067,69664,73,1,0,66,48780,9,10,2009,0,0,4266,5174,778,0,4,6973278.9,0
1068,59702,45,1,1,37,68711,10,6,1994,0,1,1500,4473,563,0,0,5979963.4,0
1069,88079,30,0,1,9,53806,1,6,2017,1,1,122,4413,677,0,10,8810981.7,0
1070,7464,5,1,0,5,22624,5,10,2007,1,0,6351,10,945,1,10,749433.7,0
1071,36836,79,1,0,61,36935,8,5,2009,1,1,8320,8515,335,0,2,3690931.9,0
1072,81118,43,0,0,60,68494,1,7,1991,1,1,1639,9062,727,1,3,8114549.1,0
1073,21941,76,1,1,5,83271,7,8,1992,0,0,5310,9901,901,1,0,2202238.2,0
1074,56509,59,1,0,68,49492,10,4,2019,0,1,4090,9805,584,1,1,5654739.9,0
1075,2877,19,1,0,83,83334,1,4,1995,0,1,6884,4604,653,1,4,296378.5,0
1076,5013,19,0,0,57,86460,9,6,1999,1,1,2804,7905,305,1,3,504173.9,0
1077,14745,68,1,0,64,86423,10,3,2013,0,1,9747,103,824,1,5,1486405.3,0
1078,36511,20,0,0,44,81530,3,9,1993,1,1,6784,8189,958,0,0,3652333.3,0
1079,49953,75,1,1,38,76554,10,9,2021,0,1,699,258,794,1,8,5007612.1,0
1080,65297,73,1,1,86,22238,6,10,2017,1,1,260,4175,910,1,0,6536489.7,1
1081,9457,70,0,1,37,98638,1,2,2014,1,1,3606,5244,425,0,9,953108.4,0
1082,14224,26,1,1,45,22460,7,3,2003,1,0,5175,5221,801,0,6,1433009.3,1
1083,92860,28,1,1,2,46410,5,2,2018,0,1,4952,8232,473,1,2,9291439.8,0
1084,82109,57,0,1,15,38203,7,6,1990,1,1,62,711,770,0,10,8215749.0,0
1085,82907,81,1,1,14,90765,8,6,2010,1,0,2647,7051,300,1,4,8297847.0,1
1086,85467,96,1,0,72,47070,7,10,2016,1,1,4319,8118,707,1,7,8552777.6,0
1087,48861,27,1,0,56,12886,7,9,2002,0,0,4333,329,458,1,3,4890753.2,0
1088,20851,89,1,0,33,76716,1,10,2004,1,0,2317,6358,677,0,0,2091090.4,0
1089,54531,42,1,0,53,23673,10,4,1996,1,1,9925,4848,664,1,4,5456185.6,0
1090,71923,67,1,1,27,38345,7,9,2002,0,1,4093,756,413,0,5,7196257.2,0
1091,87018,37,0,0,79,38319,6,7,1995,0,1,2617,4999,777,0,7,8707002.5,0
1092,82525,63,0,1,38,32886,1,4,2008,0,1,9388,7718,363,0,7,8258910.8,0
1093,1562,77,0,0,72,12936,2,8,2013,0,1,9322,7211,304,1,0,161885.3,0
1094,55877,30,0,0,22,26799,5,4,1994,1,1,6349,279,635,0,7,5589583.4,0
1095,29392,42,1,0,45,38294,9,7,2003,1,0,299,2376,200,1,9,2944295.3,0
1096,61067,81,1,0,39,67947,2,5,1998,1,1,5257,3215,377,0,2,6109873.8,0
1097,92725,81,1,1,33,68299,6,6,2003,0,0,4903,8180,363,0,1,9283435.3,0
1098,86614,65,0,1,63,15680,10,6,1996,0,1,1472,8750,919,1,1,8671187.6,0
1099,85022,55,1,0,99,24645,5,10,2012,1,0,2977,602,734,0,0,8508095.2,0
1100,95388,66,0,0,57,13520,9,5,2008,0,0,376,2277,692,1,10,9543098.8,0
1101,389,28,0,1,34,47643,9,7,2000,1,0,3187,6618,294,0,9,43545.0,0
1102,22254,94,0,1,46,12032,8,7,1991,1,0,3063,8385,653,0,6,2233861.1,0
1103,17518,98,1,1,59,6914,5,2,1998,0,0,5802,1381,113,1,5,1760239.8,0
1104,56997,84,1,0,93,21075,5,5,1990,1,1,2970,6724,425,1,10,5704164.0,0
1105,76149,24,0,1,63,76688,3,4,2009,1,1,973,8688,168,0,7,7619731.9,0
1106,26223,35,1,1,8,53223,3,6,2014,1,1,1084,7324,195,0,5,2630045.4,1
1107,88914,11,1,0,67,4480,2,7,2005,1,0,7270,1670,692,1,6,8899500.5,0
1108,53822,82,0,0,14,84693,10,6,2008,1,1,9755,6023,761,0,4,5383902.8,0
1109,22451,88,1,1,30,73962,9,9,2019,0,0,4720,6177,943,1,4,2251128.9,0
1110,51678,100,1,0,64,24703,8,5,2016,0,1,4890,6253,147,1,5,5175264.6,0
1111,77383,8,1,1,34,34091,9,2,1994,1,0,4386,973,670,1,4,7746930.4,1
1112,46018,47,1,1,11,95597,3,2,1993,1,1,6161,6233,124,0,3,4612424.3,1
1113,43691,19,1,1,39,96161,4,1,1993,1,0,834,9044,222,0,2,4375504.3,1
1114,55209,80,1,0,96,91189,6,6,2006,1,1,1168,7971,691,1,5,5532468.6,0
1115,24052,85,1,1,6,82201,3,6,2005,0,1,7850,636,990,1,3,2410520.5,0
1116,21482,43,1,1,38,72335,1,8,2021,0,0,5360,9520,271,0,3,2156342.1,0
1117,34713,92,0,1,27,47253,5,6,2020,0,1,5767,6793,398,1,10,3475991.0,0
1118,20395,11,0,1,24,16265,5,1,2020,1,0,5170,6902,381,1,10,2041658.0,0
1119,2599,8,1,0,85,40789,3,9,2004,1,1,5566,1603,989,1,1,267488.4,0
1120,81472,22,1,1,16,16662,8,7,2013,0,0,2042,3158,526,0,4,8157989.3,0
1121,69945,5,0,0,77,26679,4,8,2014,0,0,8796,4073,924,0,10,6998212.4,0
1122,61139,92,0,1,94,63244,10,2,2006,0,0,2336,1315,225,1,10,6127221.6,0
1123,28899,6,1,0,20,49037,7,9,2007,1,1,8771,4815,907,0,2,2892484.7,0
1124,23210,4,0,0,1,68109,10,10,2014,0,1,4166,9902,608,1,3,2321968.4,0
1125,48670,25,1,1,53,27485,5,8,2005,0,1,1372,1478,755,1,9,4874367.5,0
1126,60256,60,1,0,68,57262,9,3,2016,0,1,5123,1273,569,1,10,6033836.6,0
1127,81902,38,0,0,85,99403,10,8,2010,0,0,885,854,514,1,1,8192941.0,0
1128,22606,99,0,1,80,65198,2,3,1998,1,1,2718,961,776,0,2,2271736.8,0
1129,56613,58,1,0,92,34118,2,10,1990,1,0,5219,1230,444,1,9,5673842.0,0
1130,54822,84,0,1,12,8145,1,9,2016,1,0,9311,7673,459,0,2,5485078.6,0
1131,46536,57,0,0,58,92228,6,5,1997,1,0,1768,1809,924,0,9,4660099.7,0
1132,61502,77,1,0,75,39079,1,10,2019,0,0,6111,2465,258,0,5,6158082.9,0
1133,42079,5,1,0,10,40631,4,1,1991,0,0,3385,5392,254,1,10,4213303.1,0
1134,1693,30,0,1,38,46600,9,1,2006,0,0,2917,3696,714,1,1,174850.6,0
1135,28617,20,1,0,65,54971,6,9,1995,0,1,6782,4850,666,0,9,2866340.5,0
1136,94394,79,0,0,94,91254,9,10,2006,0,1,8167,7372,891,0,10,9441848.6,0
1137,71714,82,0,0,53,42915,9,1,2006,1,0,8313,1169,288,0,5,7175059.6,0
1138,28076,4,1,1,86,90966,3,1,2014,0,1,6596,8735,110,0,4,2819687.4,0
1139,88642,66,0,0,83,62361,7,3,2001,0,0,2366,8134,950,1,4,8872635.1,0
1140,99532,17,0,0,62,79254,3,6,1993,1,0,3158,7404,501,0,5,9954865.3,0
1141,70707,70,1,1,68,45156,3,8,2011,0,1,7276,5926,859,1,2,7077984.1,0
1142,68985,67,1,1,79,93844,5,4,2017,0,1,5004,1124,755,0,3,6910322.7,0
1143,20469,43,1,0,77,19825,7,4,2003,0,0,3682,1403,809,1,6,2057093.3,0
1144,64930,54,1,1,75,9580,5,6,2001,1,1,4584,7711,612,1,10,6510156.1,1
1145,47275,91,0,0,86,4548,5,1,1990,0,1,5759,8084,768,0,8,4731933.0,0
1146,88658,94,0,1,7,7457,10,6,2015,1,0,7508,1677,535,1,7,8869471.5,0
1147,51476,97,1,1,97,20959,5,9,2017,0,0,1268,8350,330,1,4,5155902.7,0
1148,15351,93,1,0,14,14607,3,3,2003,0,1,6441,9080,873,1,7,1539085.3,0
1149,66990,11,1,1,3,51023,10,4,2011,0,1,8630,183,995,1,2,6708186.1,0
1150,99338,73,0,1,88,16935,6,1,2007,1,1,7399,2750,867,1,3,9941123.7,0
1151,18376,68,0,1,21,57224,5,9,1997,0,1,5904,6908,612,0,0,1842716.7,0
1152,16214,65,1,0,56,28790,1,9,2015,1,1,9024,6518,882,0,0,1629077.5,0
1153,42477,38,1,0,13,39099,2,2,1991,1,0,5380,6482,943,0,2,4252254.1,0
1154,1331,73,0,0,94,38921,2,3,1996,1,1,5208,6983,591,1,10,135115.6,0
1155,32433,33,0,1,71,42438,9,5,1999,1,1,5047,1109,318,0,6,3253892.9,0
1156,16888,2,1,1,41,24199,7,5,1996,0,0,4516,6010,967,1,5,1694620.6,0
1157,45206,39,1,1,12,72090,4,8,2014,0,0,2724,7920,615,0,1,4527173.4,0
1158,77936,43,1,0,54,71732,1,6,2001,0,0,3782,4717,380,1,2,7799946.1,0
1159,52324,70,1,1,36,6015,7,6,2009,1,1,487,47,690,0,2,5240655.9,1
1160,94565,13,0,0,95,41401,8,1,2004,0,0,8133,5284,213,0,10,9463275.4,0
1161,38273,17,0,1,26,62953,3,3,2012,0,0,1451,323,618,0,10,3832850.2,0
1162,50109,35,0,1,13,53434,4,2,2015,1,1,7101,5819,846,0,7,5016997.5,0
1163,1887,70,0,1,28,91863,10,9,2015,0,0,3200,4500,594,0,6,194035.5,0
1164,43891,36,0,1,23,22745,8,9,2005,0,0,6242,2733,634,1,8,4394008.5,0
1165,43621,28,0,0,62,97969,2,9,2010,1,1,9613,2783,902,0,8,4364041.0,0
1166,93924,77,0,0,38,15847,7,3,1992,1,1,6396,4939,588,1,5,9396009.2,0
1167,70589,78,1,1,7,15297,4,5,2009,1,1,4554,1871,739,1,4,7065959.9,1
1168,15729,36,0,0,94,442,10,2,1998,1,0,3260,8170,480,1,0,1575961.8,0
1169,36849,25,0,1,52,50223,2,4,1998,1,0,1892,3709,678,1,1,3689400.8,0
1170,68365,98,0,0,82,80261,1,5,2001,1,0,8576,5657,663,1,3,6841624.1,0
1171,52478,20,0,1,22,91632,8,6,1992,1,0,9916,2688,428,0,9,5252648.2,0
1172,67012,32,0,0,76,14937,1,9,2004,1,1,6796,7766,248,1,9,6707398.4,0
1173,61335,61,0,1,13,28259,7,4,2018,1,0,2805,1332,104,0,7,6137391.8,0
1174,3535,1,0,1,16,30010,4,8,1995,0,1,2341,9095,962,1,10,358689.5,0
1175,79620,60,0,0,63,65740,1,4,2019,1,0,7652,820,150,1,2,7965223.9,0
1176,53596,87,1,1,97,8149,5,4,2020,0,1,7636,6007,847,0,5,5369695.0,0
1177,74621,100,1,0,17,39637,10,3,2003,1,1,2857,3338,313,0,9,7468927.3,0
1178,21749,44,1,1,49,4339,3,10,2011,1,0,5405,8372,502,1,10,2181457.1,1
1179,60899,79,1,1,64,89739,6,7,2004,0,0,3350,4101,735,1,1,6099761.4,0
1180,7957,70,1,0,66,64892,3,5,2001,1,0,314,3994,143,0,9,805480.1,0
1181,35941,83,0,0,97,90658,3,8,2001,1,0,3845,8588,191,1,9,3596784.1,0
1182,97772,35,1,1,27,28602,3,2,1993,1,1,7671,5092,594,1,7,9781828.3,1
1183,66508,75,0,0,100,56524,10,3,1990,1,1,5510,8014,545,1,1,6652899.0,0
1184,30862,32,1,1,12,99355,2,2,2001,1,0,3856,7716,233,1,3,3091919.1,1
1185,25872,18,0,0,28,15628,8,9,1991,1,0,1995,7637,992,0,3,2589819.1,0
1186,81653,67,1,0,77,29697,2,1,2007,1,1,827,583,685,0,6,8173862.7,0
1187,3261,6,0,1,32,45457,1,9,2010,1,1,3937,4002,969,0,4,330590.0,0
1188,86301,57,0,1,13,96945,1,1,2006,0,0,7729,4910,125,1,1,8634295.6,0
1189,31810,81,0,0,20,48530,6,4,1994,0,0,1413,5512,137,0,5,3183159.4,0
1190,49386,96,0,1,76,27027,10,2,1990,1,1,3940,4447,376,1,0,4943038.0,0
1191,82353,84,1,0,98,77619,3,9,2011,1,0,9983,1020,612,1,3,8238845.1,0
1192,25998,57,1,1,99,20234,1,6,2001,1,0,6471,8312,196,0,5,2618078.1,1
1193,43120,4,1,1,58,60947,10,5,1990,1,0,3887,775,854,1,7,4322504.0,1
1194,82202,100,0,1,59,47682,8,2,2014,1,1,3857,2418,326,0,7,8227582.4,0
1195,51966,86,1,1,27,70351,1,10,1994,1,0,132,6999,946,1,2,5202574.4,1
1196,74988,62,1,1,66,21121,9,7,2012,0,0,7677,4826,714,1,7,7513503.2,0
1197,35412,27,1,1,70,95056,7,8,1994,0,0,4160,1182,455,0,4,3555286.4,0
1198,18179,14,1,1,49,50124,3,2,2004,0,0,3796,8112,905,1,7,1822705.4,0
1199,35375,23,0,1,93,88073,1,3,2006,0,0,9591,5451,383,1,9,3547670.6,0
1200,75731,13,0,0,98,31310,9,5,2017,0,0,9189,6072,384,0,0,7581003.7,0
1201,40227,36,1,1,46,67337,1,1,1997,1,1,1146,1299,668,1,8,4030969.7,1
1202,93046,70,0,1,88,62940,3,7,2000,1,1,9528,6019,614,1,6,9312840.0,0
1203,16979,67,1,0,84,81031,1,5,2012,0,0,4773,638,303,0,0,1706608.2,0
1204,45273,54,0,1,27,97875,8,10,2007,0,0,139,1024,992,0,1,4535019.7,0
1205,62247,100,0,0,68,42837,6,4,2010,1,0,3823,9718,907,1,7,6231793.0,0
1206,44913,30,0,0,39,33937,9,9,2015,0,0,6521,3690,652,1,10,4493550.5,0
1207,60745,97,0,1,85,81543,9,6,2015,1,1,5075,5017,936,1,1,6084063.5,0
1208,93571,47,1,0,38,65586,1,9,2018,1,1,5674,7518,995,0,7,9361586.8,0
1209,15186,54,0,0,73,68059,2,8,2001,1,0,3742,7340,763,1,2,1523188.1,0
1210,32024,91,0,1,13,92108,6,10,2019,0,0,4896,3191,920,1,10,3207302.9,0
1211,30579,73,0,0,98,40829,7,4,2002,1,0,5664,7043,268,1,1,3064236.2,0
1212,83117,48,1,0,1,50761,6,6,1993,1,1,7867,1113,382,1,1,8314925.3,0
