,Unnamed: 0,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,target
589,589,26,1,0,1400000,3,0,0,1,1
590,590,28,1,0,500000,5,0,0,0,0
591,591,25,1,1,1150000,3,1,0,0,0
592,592,25,1,0,1700000,4,0,1,0,1
593,593,28,0,0,600000,4,0,0,0,0
594,594,33,1,0,550000,5,0,1,0,0
595,595,25,1,1,1150000,5,1,1,0,0
596,596,31,1,0,1350000,5,0,0,1,1
597,597,34,1,0,1000000,4,0,0,0,0
598,598,35,1,1,800000,6,0,1,0,1
599,599,34,1,0,700000,4,1,0,0,0
600,600,34,1,0,1500000,4,1,1,1,1
601,601,34,1,0,1300000,5,0,0,0,0
602,602,34,1,0,1500000,4,0,1,1,1
603,603,33,1,0,1400000,6,1,0,1,1
604,604,32,0,0,350000,7,0,0,0,0
605,605,28,1,0,1250000,5,0,0,1,1
606,606,28,1,0,800000,3,0,0,0,0
607,607,28,1,0,550000,8,1,0,0,0
608,608,28,1,0,800000,4,1,1,0,1
609,609,28,1,0,700000,7,1,1,1,1
610,610,31,1,0,900000,8,0,0,1,0
611,611,28,1,0,500000,6,1,0,0,0
612,612,28,1,0,550000,9,0,0,0,0
613,613,31,1,0,1250000,6,0,0,0,0
614,614,34,1,0,1000000,5,1,0,0,0
615,615,28,0,0,300000,3,1,0,0,0
616,616,27,0,0,750000,7,1,0,1,0
617,617,30,1,1,550000,5,0,1,0,1
618,618,31,1,0,1650000,2,0,1,0,1
619,619,35,0,0,1100000,6,0,0,0,1
620,620,29,1,0,1050000,4,0,1,0,0
621,621,28,1,0,650000,4,0,0,0,0
622,622,32,0,0,800000,5,0,1,0,0
623,623,28,1,0,1100000,3,0,0,0,0
624,624,34,1,0,1000000,9,0,0,0,0
625,625,31,1,0,1750000,4,0,0,0,0
626,626,28,1,0,1100000,6,0,1,0,0
627,627,27,0,0,500000,6,0,0,0,0
628,628,28,1,0,1150000,9,0,0,0,0
629,629,25,1,1,600000,4,0,1,0,0
630,630,28,1,0,1100000,9,0,0,0,0
631,631,33,1,0,1400000,6,1,0,1,1
632,632,34,1,0,700000,3,0,0,0,0
633,633,28,1,0,700000,7,1,0,0,0
634,634,34,1,1,1300000,4,0,0,0,0
635,635,28,1,1,550000,4,0,0,0,0
636,636,25,1,0,1400000,4,0,0,1,1
637,637,34,1,0,1300000,5,1,0,0,0
638,638,26,0,0,1450000,3,0,1,1,1
639,639,31,1,0,1250000,5,1,1,0,0
640,640,27,1,1,800000,5,0,0,0,0
641,641,34,1,0,700000,5,1,0,1,0
642,642,26,0,0,500000,6,1,0,0,0
643,643,28,1,0,1100000,5,1,0,0,0
644,644,32,0,0,800000,4,0,0,0,0
645,645,28,1,0,1100000,4,0,0,0,0
646,646,28,1,0,1100000,6,0,0,0,0
647,647,34,1,1,1300000,5,0,1,0,1
648,648,28,1,0,800000,4,0,0,0,0
649,649,28,0,0,300000,5,0,0,0,0
650,650,26,1,0,1400000,4,0,1,1,1
651,651,33,1,0,1400000,8,1,0,1,1
652,652,33,0,0,800000,6,0,0,0,1
653,653,27,0,0,500000,7,0,0,0,0
654,654,32,0,0,1750000,6,0,0,0,0
655,655,28,1,0,700000,4,0,0,0,0
656,656,31,1,0,500000,6,1,0,0,0
657,657,28,1,0,1200000,5,0,0,0,1
658,658,30,1,1,1450000,6,0,1,1,1
659,659,34,1,0,500000,3,0,0,0,0
660,660,28,0,0,300000,4,0,0,0,0
661,661,28,0,1,300000,5,0,0,0,0
662,662,26,1,0,500000,6,0,0,0,0
663,663,32,0,0,800000,6,1,0,0,1
664,664,34,1,0,1500000,4,0,1,1,1
665,665,28,1,0,1250000,6,0,1,0,0
666,666,28,1,0,800000,5,0,0,0,0
667,667,26,1,0,1300000,4,1,0,1,0
668,668,33,0,0,1000000,5,0,1,0,0
669,669,26,1,0,600000,3,0,1,0,0
670,670,28,1,0,800000,4,1,0,0,0
671,671,29,1,0,1100000,3,1,0,0,0
672,672,27,0,0,1050000,2,1,0,0,0
673,673,30,1,1,750000,3,1,0,0,1
674,674,27,0,0,850000,2,0,0,0,0
675,675,27,1,1,350000,3,0,0,0,0
676,676,29,1,0,1200000,7,1,0,0,0
677,677,27,1,1,450000,7,0,0,0,0
678,678,25,1,0,1700000,4,0,1,0,1
679,679,26,0,0,500000,5,0,0,0,0
680,680,29,1,0,1100000,4,1,0,1,1
681,681,28,1,0,1200000,4,0,0,0,0
682,682,26,1,0,1500000,5,1,1,1,1
683,683,28,1,0,750000,4,0,0,0,0
684,684,25,1,1,1150000,4,0,0,0,0
685,685,34,1,0,1500000,4,1,1,1,1
686,686,33,1,0,1500000,3,0,1,1,1
687,687,28,1,0,1150000,3,0,0,0,0
688,688,33,0,0,400000,5,1,0,0,0
689,689,27,0,0,500000,7,0,0,0,0
690,690,33,1,0,1400000,8,0,0,1,0
691,691,31,1,0,950000,3,0,1,0,0
692,692,31,0,1,300000,6,0,0,0,0
693,693,27,1,1,800000,5,1,0,0,0
694,694,34,0,0,1100000,6,1,0,0,1
695,695,28,1,0,1150000,7,0,0,0,0
696,696,32,0,0,350000,2,0,0,0,0
697,697,25,1,0,1400000,3,1,0,1,1
698,698,33,1,0,1200000,7,0,0,0,1
699,699,32,0,0,800000,3,1,1,0,0
700,700,28,1,0,1450000,4,0,1,1,1
701,701,29,1,0,1350000,7,1,0,1,1
702,702,28,1,0,500000,8,0,0,0,0
703,703,27,0,0,500000,6,0,0,0,0
704,704,33,0,0,700000,8,0,0,0,1
705,705,27,0,0,850000,5,1,0,0,0
706,706,34,1,0,700000,4,0,0,0,0
707,707,28,1,0,550000,4,1,0,0,0
708,708,34,1,0,1000000,3,0,0,0,0
709,709,33,1,0,1500000,3,0,1,1,1
710,710,26,0,0,1450000,3,1,1,1,1
711,711,34,1,0,1000000,8,0,0,0,1
712,712,28,1,0,1450000,9,0,1,1,1
713,713,28,1,0,1100000,2,1,0,0,1
714,714,28,0,0,300000,4,0,0,0,0
715,715,28,1,0,1200000,5,0,0,0,0
716,716,29,1,0,1100000,7,0,0,0,1
717,717,28,1,0,800000,4,0,0,0,0
718,718,27,0,0,900000,4,0,0,0,0
719,719,34,1,1,1300000,4,0,0,0,0
720,720,27,0,0,850000,2,0,0,1,0
721,721,34,1,0,1050000,4,0,0,0,0
722,722,33,0,0,400000,8,0,0,0,1
723,723,29,1,0,1050000,2,1,1,0,0
724,724,25,0,0,750000,3,0,0,0,0
725,725,30,1,1,800000,4,0,0,0,1
726,726,25,1,0,1700000,5,0,1,0,1
727,727,34,0,0,1100000,7,1,0,0,1
728,728,28,1,0,1250000,6,0,0,1,0
729,729,27,1,1,600000,3,0,0,1,0
730,730,31,1,0,500000,6,0,0,0,1
731,731,28,1,0,800000,5,0,0,0,0
732,732,30,1,1,800000,4,0,0,0,0
733,733,27,0,0,900000,4,0,1,0,0
734,734,34,1,0,1050000,7,0,0,0,1
735,735,28,0,0,300000,4,0,0,0,0
736,736,30,1,1,650000,7,0,0,0,0
737,737,28,1,0,700000,4,1,0,0,1
738,738,28,1,0,800000,7,0,1,0,0
739,739,33,1,0,550000,4,0,0,0,1
740,740,34,1,0,1000000,6,1,0,0,1
741,741,34,1,0,1300000,6,0,0,0,1
742,742,34,1,0,1050000,7,1,0,0,1
743,743,29,1,0,500000,6,0,0,0,0
744,744,29,1,0,1050000,5,1,0,1,0
745,745,28,0,0,600000,3,0,1,0,0
746,746,27,0,0,500000,3,1,0,0,0
747,747,34,1,0,1300000,6,0,0,0,1
748,748,28,1,0,650000,5,0,0,1,0
749,749,34,0,0,1300000,8,0,0,0,1
750,750,35,1,1,800000,4,0,0,0,0
751,751,28,1,0,1350000,9,0,0,1,1
752,752,28,1,1,550000,6,0,0,0,1
753,753,33,0,0,1100000,4,1,0,0,0
754,754,32,0,0,850000,3,0,0,0,0
755,755,29,1,0,1200000,4,0,0,0,0
756,756,28,0,1,300000,6,0,0,0,0
757,757,27,0,0,500000,6,1,0,0,0
758,758,33,1,0,1400000,6,1,0,1,1
759,759,34,1,0,700000,7,1,0,0,1
760,760,27,0,0,500000,4,1,0,0,0
761,761,26,1,0,1500000,3,0,1,1,1
762,762,28,1,0,800000,5,0,0,0,0
763,763,28,0,0,600000,4,1,0,0,0
764,764,27,0,0,500000,5,0,0,0,0
765,765,29,1,0,350000,4,0,0,0,0
766,766,34,1,0,700000,3,1,0,0,0
767,767,28,0,1,300000,6,0,0,0,0
768,768,34,1,0,1500000,5,0,1,1,1
769,769,30,1,1,800000,3,0,0,0,0
770,770,28,0,0,600000,5,0,0,0,0
771,771,29,1,0,500000,7,0,0,0,1
772,772,35,1,1,950000,3,0,0,0,0
773,773,31,1,0,950000,6,0,0,0,0
774,774,28,1,0,800000,5,0,1,0,0
775,775,32,0,0,350000,3,0,0,0,0
776,776,25,1,0,1400000,6,0,1,1,1
777,777,27,0,0,500000,5,0,0,0,0
778,778,27,0,0,850000,6,0,0,0,0
779,779,25,1,0,1400000,4,0,0,1,1
780,780,31,0,0,400000,6,0,0,0,0
781,781,27,0,0,500000,5,0,0,0,1
782,782,28,1,0,1200000,4,0,0,0,0
783,783,29,1,0,1100000,7,0,0,0,0
784,784,31,0,0,1500000,5,1,1,1,1
785,785,29,1,0,1200000,7,0,0,1,0
786,786,29,1,0,500000,2,0,0,0,0
787,787,34,1,0,1000000,4,0,0,0,0
788,788,34,1,0,500000,7,0,0,0,0
789,789,28,1,0,750000,4,0,0,0,1
790,790,32,0,0,900000,4,1,0,0,1
791,791,35,1,1,800000,7,0,0,0,1
792,792,28,1,0,750000,6,0,1,0,0
793,793,28,1,0,1150000,6,0,0,0,1
794,794,26,0,0,500000,7,1,0,0,0
795,795,32,0,0,350000,3,0,0,0,0
796,796,28,0,0,300000,7,0,0,0,0
797,797,28,0,0,300000,4,0,0,0,0
798,798,34,0,0,1300000,5,1,0,0,1
799,799,31,0,0,1200000,3,0,0,0,0
800,800,31,0,0,1200000,6,0,0,0,0
801,801,31,1,0,500000,4,1,0,0,1
802,802,30,1,1,550000,5,1,0,0,1
803,803,29,1,0,1050000,7,1,0,0,0
804,804,27,1,1,350000,4,1,0,0,0
805,805,29,1,0,1050000,3,1,1,0,0
806,806,30,1,1,550000,5,0,0,0,0
807,807,27,0,0,1050000,3,0,1,0,1
808,808,34,1,0,1500000,6,0,1,1,1
809,809,30,1,1,1450000,5,1,1,1,1
810,810,29,1,0,600000,4,1,0,0,0
811,811,26,1,0,450000,3,0,0,0,0
812,812,33,0,0,1000000,4,1,0,0,0
813,813,30,1,1,550000,3,0,0,0,0
814,814,29,1,0,1050000,6,1,0,1,0
815,815,25,1,1,1700000,5,1,1,0,0
816,816,34,1,0,1050000,4,0,0,0,0
817,817,27,0,0,500000,4,0,0,0,1
818,818,28,1,0,900000,4,0,0,0,1
819,819,28,1,0,1150000,4,1,0,0,0
820,820,25,1,1,1150000,4,0,0,0,0
821,821,34,1,0,1000000,4,1,0,0,1
822,822,29,1,0,1200000,4,0,0,0,0
823,823,28,1,0,1200000,4,0,0,0,0
824,824,32,0,0,850000,4,0,0,0,0
825,825,29,1,0,900000,7,0,0,0,1
826,826,28,1,0,1150000,3,0,1,0,0
827,827,32,0,0,850000,7,1,0,0,1
828,828,34,1,0,1000000,6,1,0,0,1
829,829,26,1,0,600000,5,0,0,0,0
830,830,34,1,0,1050000,6,0,0,0,1
831,831,27,0,0,1050000,6,1,0,0,0
832,832,34,1,0,1500000,6,0,1,1,1
833,833,31,0,0,1500000,3,0,1,1,1
834,834,33,1,0,1400000,5,1,1,1,1
835,835,35,1,1,600000,9,0,0,0,0
836,836,28,1,0,1450000,4,0,1,1,1
837,837,29,1,0,1100000,7,0,1,0,0
838,838,29,1,0,1100000,5,0,1,0,0
839,839,26,1,0,1250000,4,0,0,0,1
840,840,28,1,0,1100000,3,0,0,0,1
841,841,34,1,0,1500000,3,0,1,1,1
842,842,29,1,0,1100000,3,0,0,0,0
843,843,29,1,0,600000,3,0,0,0,0
844,844,33,0,0,1100000,2,0,0,0,0
845,845,28,1,0,750000,3,1,0,0,0
846,846,28,1,0,700000,4,0,0,0,0
847,847,29,1,0,1050000,4,0,0,0,1
848,848,35,0,0,900000,6,1,0,0,0
849,849,34,0,0,1300000,4,0,0,0,0
850,850,32,0,0,850000,4,0,1,0,0
851,851,28,1,0,500000,5,0,0,0,1
852,852,27,0,0,500000,3,1,0,0,0
853,853,31,0,0,400000,6,1,0,0,0
854,854,32,0,0,850000,3,1,0,0,0
855,855,26,1,0,500000,6,0,0,0,0
856,856,34,1,0,700000,7,0,0,0,1
857,857,28,0,0,600000,3,0,0,0,1
858,858,27,0,0,1050000,5,0,1,0,0
859,859,28,1,0,800000,4,0,0,0,0
860,860,34,1,0,1000000,4,1,0,0,0
861,861,30,1,1,1450000,3,1,1,1,1
862,862,28,0,0,300000,3,1,0,0,0
863,863,29,1,0,1100000,3,0,0,0,0
864,864,26,1,0,600000,6,0,1,0,0
865,865,31,1,0,1350000,5,0,0,1,1
866,866,31,1,0,1400000,3,1,0,1,1
867,867,33,1,0,750000,5,0,0,0,0
868,868,28,0,0,1200000,5,1,0,0,0
869,869,33,1,0,1400000,3,0,0,1,1
870,870,35,1,1,800000,2,0,0,1,0
871,871,25,1,1,1700000,5,1,1,1,0
872,872,27,1,1,1000000,3,0,0,0,0
873,873,32,0,0,350000,3,0,0,0,1
874,874,28,1,0,550000,4,0,0,0,0
875,875,29,1,0,600000,3,1,0,0,0
876,876,28,1,0,800000,4,1,0,0,0
877,877,26,1,0,1400000,3,0,0,1,1
878,878,26,1,0,600000,4,0,0,0,0
879,879,29,1,0,1050000,4,0,0,0,1
880,880,28,1,0,750000,6,0,1,0,0
881,881,29,1,0,1200000,4,0,0,0,0
882,882,26,1,0,600000,4,1,0,0,0
883,883,28,1,0,1350000,3,0,0,1,1
884,884,35,0,0,1100000,8,0,1,0,1
885,885,32,0,0,350000,5,0,0,0,0
886,886,31,1,0,1350000,3,0,0,1,1
887,887,28,0,0,600000,4,0,0,0,0
888,888,28,1,0,1250000,6,1,0,0,0
889,889,35,1,1,800000,3,1,0,0,0
890,890,33,1,0,1400000,3,0,0,1,1
891,891,29,1,0,1050000,5,1,0,0,0
892,892,29,1,0,1050000,4,0,0,0,0
893,893,31,0,0,400000,2,0,0,0,0
894,894,30,1,1,800000,5,0,0,0,1
895,895,28,1,0,600000,5,0,0,1,1
896,896,33,0,0,600000,4,0,0,0,0
897,897,31,0,0,1300000,5,1,0,0,0
898,898,31,0,0,1300000,5,0,0,0,0
899,899,25,1,0,1700000,3,0,1,0,1
900,900,29,1,0,1050000,3,1,1,0,1
901,901,33,0,0,700000,2,0,0,0,0
902,902,34,1,0,500000,7,1,0,0,1
903,903,28,0,0,600000,4,0,0,0,0
904,904,28,0,0,300000,6,0,0,0,0
905,905,28,1,0,550000,6,0,0,1,0
906,906,34,0,0,1300000,5,1,0,0,0
907,907,26,1,0,1400000,6,0,0,1,1
908,908,34,1,0,1300000,3,0,0,1,0
909,909,26,1,0,1400000,4,1,0,1,1
910,910,34,0,0,1300000,4,0,0,0,0
911,911,27,0,0,1050000,5,0,1,0,0
912,912,31,1,0,1400000,6,0,1,1,1
913,913,31,1,0,1400000,4,0,0,1,1
914,914,32,0,0,800000,6,1,0,0,0
915,915,28,0,0,600000,2,0,1,0,0
916,916,26,1,0,1500000,6,0,1,1,1
917,917,28,0,0,300000,6,0,0,0,0
918,918,33,0,0,1000000,7,1,0,0,1
919,919,26,1,0,1500000,6,0,1,1,1
920,920,32,0,0,650000,5,0,0,0,0
921,921,33,0,0,400000,4,0,0,0,0
922,922,29,1,0,900000,4,0,0,0,0
923,923,28,1,0,1100000,4,1,1,0,0
924,924,31,0,0,400000,6,0,0,0,0
925,925,30,1,1,800000,3,0,0,0,0
926,926,34,1,0,700000,5,0,0,0,1
927,927,33,1,0,1500000,5,1,1,1,1
928,928,26,1,0,450000,7,0,0,0,1
929,929,26,1,0,600000,5,0,0,0,1
930,930,34,1,0,700000,7,1,0,0,1
931,931,28,0,0,1200000,6,1,0,0,0
932,932,27,0,0,1050000,5,1,0,0,1
933,933,28,0,0,600000,5,0,0,1,0
934,934,28,1,0,800000,5,0,1,0,0
935,935,27,1,1,1550000,7,0,1,0,1
936,936,33,0,0,800000,3,0,0,0,0
937,937,28,1,0,1250000,4,0,0,0,0
938,938,28,0,0,1200000,8,0,1,0,1
939,939,31,1,0,500000,8,0,0,0,1
940,940,25,1,0,1400000,6,0,1,1,1
941,941,34,1,0,1000000,5,0,0,0,0
942,942,25,1,0,500000,6,0,0,0,0
943,943,29,1,0,1200000,5,1,0,0,0
944,944,33,0,0,600000,3,0,0,0,0
945,945,28,1,0,1200000,9,0,0,0,0
946,946,25,1,0,1400000,5,0,1,1,1
947,947,35,1,1,800000,5,0,0,0,0
948,948,29,1,0,500000,5,0,0,0,0
949,949,29,1,0,1200000,3,1,0,1,1
950,950,28,1,0,550000,5,0,0,0,0
951,951,34,1,0,1500000,5,0,1,1,1
952,952,28,1,0,1450000,5,0,1,1,1
953,953,29,1,0,1750000,6,0,0,0,0
954,954,34,1,0,1000000,5,1,1,0,0
955,955,34,1,0,1300000,6,0,0,0,1
956,956,25,1,1,1700000,5,0,1,0,1
957,957,28,1,0,500000,5,1,0,0,0
958,958,27,1,1,350000,5,1,0,0,0
959,959,31,1,0,500000,6,0,0,0,0
960,960,28,1,0,1450000,4,0,1,1,1
961,961,28,0,1,300000,6,1,0,0,0
962,962,33,0,0,1000000,5,0,0,0,0
963,963,26,1,0,600000,6,1,0,0,1
964,964,33,0,0,400000,9,1,0,0,1
965,965,25,1,1,1150000,8,0,1,0,0
966,966,25,1,0,1700000,4,1,1,0,1
967,967,29,1,0,900000,5,0,0,0,0
968,968,31,1,0,1250000,5,1,0,0,0
969,969,31,1,0,900000,3,0,0,0,0
970,970,27,1,1,450000,7,0,0,0,0
971,971,34,1,0,1050000,6,0,0,1,1
972,972,28,1,0,1200000,3,0,0,0,0
973,973,26,1,0,1500000,4,0,1,1,1
974,974,26,1,0,1500000,4,0,1,1,1
975,975,30,1,1,1450000,3,1,1,1,1
976,976,26,1,0,1300000,5,0,0,0,0
977,977,34,1,0,1500000,2,0,1,1,1
978,978,32,0,0,900000,4,0,1,0,0
979,979,30,1,1,650000,4,0,0,0,0
980,980,28,0,0,300000,8,0,0,0,0
981,981,27,0,0,750000,3,0,0,0,0
982,982,27,0,0,850000,5,0,0,0,0
983,983,35,1,1,950000,6,0,1,0,1
984,984,28,1,0,550000,5,1,0,0,0
985,985,25,1,0,1400000,3,1,1,1,1
986,986,25,1,0,1400000,3,0,0,1,1
987,987,33,1,0,1400000,2,1,0,1,1
988,988,31,1,0,1750000,7,0,0,0,0
989,989,33,0,0,400000,7,1,0,0,1
990,990,29,1,0,600000,4,0,1,0,1
991,991,30,1,1,1450000,7,0,1,1,1
992,992,28,1,0,1100000,4,1,0,0,0
993,993,34,1,0,700000,2,0,1,0,0
994,994,28,1,0,550000,6,1,0,0,0
995,995,27,0,0,850000,5,0,0,0,0
996,996,31,1,0,1400000,4,0,1,1,1
997,997,28,1,0,700000,4,1,0,0,0
998,998,26,1,0,1400000,4,0,0,1,1
999,999,34,1,0,1300000,6,0,0,0,1
1000,1000,28,0,0,300000,4,0,0,0,0
1001,1001,26,1,0,1250000,5,0,0,0,1
1002,1002,29,1,0,500000,8,0,0,0,0
1003,1003,31,1,0,1250000,5,1,0,0,0
1004,1004,31,0,1,400000,4,1,0,0,0
1005,1005,27,1,1,350000,4,0,0,0,0
1006,1006,28,1,0,1100000,6,0,0,0,0
1007,1007,34,1,0,1000000,6,0,0,0,1
1008,1008,26,1,0,1400000,5,0,0,1,1
1009,1009,34,1,0,1500000,4,0,1,1,1
1010,1010,27,0,0,500000,8,0,0,0,0
1011,1011,35,1,1,950000,9,0,0,0,1
1012,1012,29,1,0,1200000,5,0,0,0,0
1013,1013,25,1,1,600000,4,0,1,0,0
1014,1014,26,0,0,550000,5,0,0,0,1
1015,1015,26,1,0,1400000,4,1,0,1,1
1016,1016,29,1,0,350000,9,1,0,0,0
1017,1017,28,0,0,300000,3,1,0,0,0
1018,1018,31,0,0,400000,7,0,0,0,0
1019,1019,27,0,0,850000,4,1,1,1,1
1020,1020,25,1,1,1150000,4,0,0,0,0
1021,1021,28,1,0,1150000,4,0,0,0,1
1022,1022,27,0,0,850000,5,0,1,0,0
1023,1023,25,1,0,1400000,3,0,0,1,1
1024,1024,32,0,0,800000,9,0,0,1,1
1025,1025,31,0,0,1300000,4,1,0,0,1
1026,1026,28,1,0,700000,4,0,0,0,0
1027,1027,25,1,1,1150000,5,0,1,0,0
1028,1028,25,1,1,1150000,3,1,0,0,0
1029,1029,31,0,1,300000,3,0,0,0,0
1030,1030,34,1,0,1000000,3,1,0,0,0
1031,1031,29,1,0,1200000,9,0,0,0,0
1032,1032,32,0,0,850000,3,0,0,0,1
1033,1033,31,1,0,1250000,4,0,0,0,0
1034,1034,25,1,0,1400000,3,0,1,1,1
1035,1035,34,1,0,1300000,3,0,0,0,0
1036,1036,28,1,0,750000,5,0,0,0,0
1037,1037,29,1,0,900000,7,0,0,0,1
1038,1038,30,1,1,550000,4,0,0,0,1
1039,1039,28,1,0,800000,3,1,0,0,0
1040,1040,32,0,0,850000,3,0,1,0,1
1041,1041,26,1,0,500000,2,1,0,0,0
1042,1042,31,1,0,500000,2,0,0,0,0
1043,1043,30,1,1,500000,8,0,0,0,0
1044,1044,25,1,1,1350000,6,0,0,1,1
1045,1045,28,1,0,1100000,4,1,0,0,0
1046,1046,33,0,0,400000,5,1,0,0,0
1047,1047,31,1,0,1350000,4,0,0,1,1
1048,1048,25,1,0,500000,5,1,0,0,0
1049,1049,29,1,0,900000,7,0,0,0,0
1050,1050,33,0,0,1100000,2,1,0,1,0
1051,1051,25,1,1,600000,4,0,1,1,0
1052,1052,29,1,0,1200000,7,1,0,0,0
1053,1053,34,1,0,1050000,4,0,0,0,1
1054,1054,31,0,0,400000,5,0,0,0,0
1055,1055,25,1,0,1700000,5,0,1,0,1
1056,1056,31,0,0,1300000,4,0,0,0,0
1057,1057,28,1,0,700000,6,1,0,0,0
1058,1058,27,0,0,900000,6,0,1,1,0
1059,1059,32,0,0,350000,4,0,0,0,0
1060,1060,35,1,1,950000,5,1,0,0,0
1061,1061,31,0,0,400000,3,0,0,0,0
1062,1062,32,0,0,650000,4,0,0,0,0
1063,1063,28,1,0,1200000,6,0,0,0,0
1064,1064,29,1,0,1200000,5,0,0,0,0
1065,1065,28,0,1,300000,7,1,0,0,0
1066,1066,29,1,0,1200000,5,1,0,0,1
1067,1067,34,1,0,700000,4,0,1,0,1
1068,1068,27,0,0,500000,4,1,0,0,1
1069,1069,28,1,0,800000,4,1,0,0,0
1070,1070,33,0,0,800000,5,1,0,0,0
1071,1071,27,0,0,750000,8,0,0,0,0
1072,1072,31,0,0,400000,6,0,0,0,0
1073,1073,28,1,0,500000,7,0,0,0,0
1074,1074,34,1,0,1500000,5,1,1,1,0
1075,1075,32,0,0,650000,5,0,1,0,0
1076,1076,31,1,0,1350000,4,0,0,1,1
1077,1077,27,0,0,1050000,4,0,0,0,0
1078,1078,31,0,1,300000,3,0,0,0,0
1079,1079,34,1,0,1000000,3,0,0,0,0
1080,1080,28,1,0,700000,7,0,0,0,0
1081,1081,26,0,0,1450000,5,0,1,1,1
1082,1082,29,1,0,1200000,8,1,0,0,0
1083,1083,25,1,1,1150000,8,0,0,0,0
1084,1084,29,1,0,1050000,4,0,0,0,0
1085,1085,28,1,0,1250000,7,0,0,0,0
1086,1086,28,0,0,300000,3,0,0,0,0
1087,1087,31,0,0,1200000,7,1,0,0,0
1088,1088,28,1,0,1250000,9,1,0,0,0
1089,1089,26,1,0,500000,3,0,0,0,0
1090,1090,29,1,0,1100000,5,1,0,0,0
1091,1091,34,1,0,1500000,9,0,1,1,1
1092,1092,31,0,0,1500000,7,0,1,1,1
1093,1093,26,1,0,1500000,5,0,1,1,1
1094,1094,34,1,0,700000,5,1,0,0,0
1095,1095,34,0,0,1100000,9,0,0,0,1
1096,1096,30,1,1,1450000,7,1,1,1,1
1097,1097,28,0,0,600000,8,0,1,0,0
1098,1098,28,1,0,1150000,6,1,0,0,0
1099,1099,35,1,1,800000,6,0,0,0,1
1100,1100,27,1,1,450000,3,0,0,0,1
1101,1101,34,1,0,500000,4,0,0,0,0
1102,1102,29,1,0,1200000,5,1,0,0,0
1103,1103,34,1,0,1050000,5,1,0,0,0
1104,1104,34,1,0,1000000,5,0,0,0,0
1105,1105,26,0,0,1450000,7,0,1,1,1
1106,1106,34,1,0,1300000,4,0,0,0,0
1107,1107,26,1,0,1400000,5,0,0,1,1
1108,1108,35,1,1,950000,3,0,1,0,1
1109,1109,25,1,0,1400000,4,1,1,1,1
1110,1110,29,1,0,1100000,4,0,0,1,0
1111,1111,34,1,0,500000,3,0,0,0,0
1112,1112,35,1,1,800000,4,0,0,0,0
1113,1113,33,0,0,400000,5,0,0,0,0
1114,1114,33,0,0,1000000,3,0,0,1,0
1115,1115,34,1,0,700000,2,0,0,0,0
1116,1116,28,0,0,600000,9,0,1,0,1
1117,1117,28,1,0,800000,5,1,0,0,0
1118,1118,33,0,0,1100000,2,0,1,0,0
1119,1119,28,0,0,300000,6,1,0,0,0
1120,1120,31,0,1,300000,4,0,0,0,0
1121,1121,34,1,0,1000000,6,1,0,0,1
1122,1122,34,1,0,700000,5,0,1,0,1
1123,1123,25,1,0,1800000,6,1,1,0,1
1124,1124,29,1,0,1100000,5,0,1,0,0
1125,1125,28,0,0,300000,5,0,0,0,0
1126,1126,29,1,0,1200000,4,0,0,0,0
1127,1127,30,1,1,650000,6,0,1,0,0
1128,1128,33,0,0,700000,4,0,0,0,0
1129,1129,26,1,0,1500000,2,0,1,1,1
1130,1130,28,1,0,550000,5,0,1,0,0
1131,1131,31,0,0,400000,3,0,0,0,0
1132,1132,34,0,0,1300000,4,0,0,0,1
1133,1133,35,0,0,1100000,3,1,0,0,1
1134,1134,31,1,0,1250000,7,0,0,0,1
1135,1135,28,1,0,1100000,7,1,0,0,1
1136,1136,27,1,1,600000,6,0,0,0,1
1137,1137,35,1,1,800000,5,0,0,0,0
1138,1138,28,1,0,900000,6,1,1,0,0
1139,1139,26,1,0,500000,4,0,0,0,0
1140,1140,28,1,0,750000,4,0,1,1,0
1141,1141,33,1,0,750000,4,1,0,0,0
1142,1142,27,0,0,750000,6,0,0,0,0
1143,1143,27,0,0,500000,4,0,0,0,0
1144,1144,31,0,1,300000,4,0,0,0,0
1145,1145,28,1,0,500000,5,0,0,0,0
1146,1146,29,1,0,1200000,4,0,0,0,0
1147,1147,26,1,0,1500000,3,0,1,1,1
1148,1148,28,1,0,700000,5,0,1,0,0
1149,1149,25,1,0,1400000,5,0,1,1,1
1150,1150,28,1,0,600000,3,0,0,0,1
1151,1151,34,1,0,700000,7,0,0,0,1
1152,1152,28,0,0,300000,4,0,0,0,0
1153,1153,28,1,0,1150000,6,0,0,0,0
1154,1154,34,1,0,1000000,5,1,0,0,0
1155,1155,28,0,0,600000,4,0,1,0,1
1156,1156,28,1,0,1300000,6,0,0,0,1
1157,1157,28,1,0,800000,5,1,0,0,1
1158,1158,34,1,0,700000,2,0,0,0,0
1159,1159,31,1,0,1250000,3,0,0,0,0
1160,1160,29,1,0,1050000,3,1,0,0,0
1161,1161,28,1,0,600000,3,0,0,0,1
1162,1162,34,1,1,1400000,4,0,0,1,1
1163,1163,29,1,0,900000,3,0,0,0,0
1164,1164,31,1,0,1400000,6,0,0,1,1
1165,1165,28,1,0,1150000,2,0,0,0,1
1166,1166,34,1,0,1300000,3,0,0,0,0
